route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
21,021008L_02101_,021008L_02101__1,Miralbueno,0,,
21,021008L_02101_,021008L_02101__2,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__3,Miralbueno,0,,
21,021008L_02101_,021008L_02101__4,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__5,Miralbueno,0,,
21,021008L_02101_,021008L_02101__6,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__7,Miralbueno,0,,
21,021008L_02101_,021008L_02101__8,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__9,Miralbueno,0,,
21,021008L_02101_,021008L_02101__10,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__11,Miralbueno,0,,
21,021008L_02101_,021008L_02101__12,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__13,Miralbueno,0,,
21,021008L_02101_,021008L_02101__14,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__15,Miralbueno,0,,
21,021008L_02101_,021008L_02101__16,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__17,Miralbueno,0,,
21,021008L_02101_,021008L_02101__18,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__19,Miralbueno,0,,
21,021008L_02101_,021008L_02101__20,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__21,Miralbueno,0,,
21,021008L_02101_,021008L_02101__22,Barrio Jesús,1,,
21,021008L_02101_,021008L_02101__23,Miralbueno,0,,
21,021008L_02102_,021008L_02102__1,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__2,Miralbueno,0,,
21,021008L_02102_,021008L_02102__3,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__4,Miralbueno,0,,
21,021008L_02102_,021008L_02102__5,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__6,Miralbueno,0,,
21,021008L_02102_,021008L_02102__7,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__8,Miralbueno,0,,
21,021008L_02102_,021008L_02102__9,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__10,Miralbueno,0,,
21,021008L_02102_,021008L_02102__11,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__12,Miralbueno,0,,
21,021008L_02102_,021008L_02102__13,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__14,Miralbueno,0,,
21,021008L_02102_,021008L_02102__15,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__16,Miralbueno,0,,
21,021008L_02102_,021008L_02102__17,Barrio Jesús,1,,
21,021008L_02102_,021008L_02102__18,Miralbueno,0,,
21,021008L_02103_,021008L_02103__1,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__2,Miralbueno,0,,
21,021008L_02103_,021008L_02103__3,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__4,Miralbueno,0,,
21,021008L_02103_,021008L_02103__5,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__6,Miralbueno,0,,
21,021008L_02103_,021008L_02103__7,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__8,Miralbueno,0,,
21,021008L_02103_,021008L_02103__9,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__10,Miralbueno,0,,
21,021008L_02103_,021008L_02103__11,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__12,Miralbueno,0,,
21,021008L_02103_,021008L_02103__13,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__14,Miralbueno,0,,
21,021008L_02103_,021008L_02103__15,Barrio Jesús,1,,
21,021008L_02103_,021008L_02103__16,Miralbueno,0,,
21,021008L_02103_,021008L_02103__17,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__1,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__2,Miralbueno,0,,
21,021008L_02104_,021008L_02104__3,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__4,Miralbueno,0,,
21,021008L_02104_,021008L_02104__5,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__6,Miralbueno,0,,
21,021008L_02104_,021008L_02104__7,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__8,Miralbueno,0,,
21,021008L_02104_,021008L_02104__9,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__10,Miralbueno,0,,
21,021008L_02104_,021008L_02104__11,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__12,Miralbueno,0,,
21,021008L_02104_,021008L_02104__13,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__14,Miralbueno,0,,
21,021008L_02104_,021008L_02104__15,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__16,Miralbueno,0,,
21,021008L_02104_,021008L_02104__17,Barrio Jesús,1,,
21,021008L_02104_,021008L_02104__18,Miralbueno,0,,
21,021008L_02105_,021008L_02105__1,Miralbueno,0,,
21,021008L_02105_,021008L_02105__2,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__3,Miralbueno,0,,
21,021008L_02105_,021008L_02105__4,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__5,Miralbueno,0,,
21,021008L_02105_,021008L_02105__6,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__7,Miralbueno,0,,
21,021008L_02105_,021008L_02105__8,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__9,Miralbueno,0,,
21,021008L_02105_,021008L_02105__10,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__11,Miralbueno,0,,
21,021008L_02105_,021008L_02105__12,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__13,Miralbueno,0,,
21,021008L_02105_,021008L_02105__14,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__15,Miralbueno,0,,
21,021008L_02105_,021008L_02105__16,Barrio Jesús,1,,
21,021008L_02105_,021008L_02105__17,Miralbueno,0,,
21,021008L_02106_,021008L_02106__1,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__2,Miralbueno,0,,
21,021008L_02106_,021008L_02106__3,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__4,Miralbueno,0,,
21,021008L_02106_,021008L_02106__5,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__6,Miralbueno,0,,
21,021008L_02106_,021008L_02106__7,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__8,Miralbueno,0,,
21,021008L_02106_,021008L_02106__9,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__10,Miralbueno,0,,
21,021008L_02106_,021008L_02106__11,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__12,Miralbueno,0,,
21,021008L_02106_,021008L_02106__13,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__14,Miralbueno,0,,
21,021008L_02106_,021008L_02106__15,Barrio Jesús,1,,
21,021008L_02106_,021008L_02106__16,Miralbueno,0,,
21,021008L_02106_,021008L_02106__17,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__1,Miralbueno,0,,
21,021008L_02107_,021008L_02107__2,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__3,Miralbueno,0,,
21,021008L_02107_,021008L_02107__4,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__5,Miralbueno,0,,
21,021008L_02107_,021008L_02107__6,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__7,Miralbueno,0,,
21,021008L_02107_,021008L_02107__8,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__9,Miralbueno,0,,
21,021008L_02107_,021008L_02107__10,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__11,Miralbueno,0,,
21,021008L_02107_,021008L_02107__12,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__13,Miralbueno,0,,
21,021008L_02107_,021008L_02107__14,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__15,Miralbueno,0,,
21,021008L_02107_,021008L_02107__16,Barrio Jesús,1,,
21,021008L_02107_,021008L_02107__17,Miralbueno,0,,
21,021008L_02108_,021008L_02108__1,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__2,Miralbueno,0,,
21,021008L_02108_,021008L_02108__3,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__4,Miralbueno,0,,
21,021008L_02108_,021008L_02108__5,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__6,Miralbueno,0,,
21,021008L_02108_,021008L_02108__7,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__8,Miralbueno,0,,
21,021008L_02108_,021008L_02108__9,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__10,Miralbueno,0,,
21,021008L_02108_,021008L_02108__11,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__12,Miralbueno,0,,
21,021008L_02108_,021008L_02108__13,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__14,Miralbueno,0,,
21,021008L_02108_,021008L_02108__15,Barrio Jesús,1,,
21,021008L_02108_,021008L_02108__16,Miralbueno,0,,
21,021008L_02108_,021008L_02108__17,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__1,Miralbueno,0,,
21,021008L_02109_,021008L_02109__2,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__3,Miralbueno,0,,
21,021008L_02109_,021008L_02109__4,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__5,Miralbueno,0,,
21,021008L_02109_,021008L_02109__6,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__7,Miralbueno,0,,
21,021008L_02109_,021008L_02109__8,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__9,Miralbueno,0,,
21,021008L_02109_,021008L_02109__10,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__11,Miralbueno,0,,
21,021008L_02109_,021008L_02109__12,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__13,Miralbueno,0,,
21,021008L_02109_,021008L_02109__14,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__15,Miralbueno,0,,
21,021008L_02109_,021008L_02109__16,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__17,Miralbueno,0,,
21,021008L_02109_,021008L_02109__18,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__19,Miralbueno,0,,
21,021008L_02109_,021008L_02109__20,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__21,Miralbueno,0,,
21,021008L_02109_,021008L_02109__22,Barrio Jesús,1,,
21,021008L_02109_,021008L_02109__23,Miralbueno,0,,
21,021008L_02110_,021008L_02110__1,Miralbueno,0,,
21,021008L_02110_,021008L_02110__2,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__3,Miralbueno,0,,
21,021008L_02110_,021008L_02110__4,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__5,Miralbueno,0,,
21,021008L_02110_,021008L_02110__6,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__7,Miralbueno,0,,
21,021008L_02110_,021008L_02110__8,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__9,Miralbueno,0,,
21,021008L_02110_,021008L_02110__10,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__11,Miralbueno,0,,
21,021008L_02110_,021008L_02110__12,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__13,Miralbueno,0,,
21,021008L_02110_,021008L_02110__14,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__15,Miralbueno,0,,
21,021008L_02110_,021008L_02110__16,Barrio Jesús,1,,
21,021008L_02110_,021008L_02110__17,Miralbueno,0,,
21,021008L_02111_,021008L_02111__1,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__2,Miralbueno,0,,
21,021008L_02111_,021008L_02111__3,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__4,Miralbueno,0,,
21,021008L_02111_,021008L_02111__5,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__6,Miralbueno,0,,
21,021008L_02111_,021008L_02111__7,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__8,Miralbueno,0,,
21,021008L_02111_,021008L_02111__9,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__10,Miralbueno,0,,
21,021008L_02111_,021008L_02111__11,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__12,Miralbueno,0,,
21,021008L_02111_,021008L_02111__13,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__14,Miralbueno,0,,
21,021008L_02111_,021008L_02111__15,Barrio Jesús,1,,
21,021008L_02111_,021008L_02111__16,Miralbueno,0,,
21,021008L_02111_,021008L_02111__17,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__1,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__2,Miralbueno,0,,
21,021008L_02112_,021008L_02112__3,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__4,Miralbueno,0,,
21,021008L_02112_,021008L_02112__5,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__6,Miralbueno,0,,
21,021008L_02112_,021008L_02112__7,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__8,Miralbueno,0,,
21,021008L_02112_,021008L_02112__9,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__10,Miralbueno,0,,
21,021008L_02112_,021008L_02112__11,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__12,Miralbueno,0,,
21,021008L_02112_,021008L_02112__13,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__14,Miralbueno,0,,
21,021008L_02112_,021008L_02112__15,Barrio Jesús,1,,
21,021008L_02112_,021008L_02112__16,Miralbueno,0,,
21,021008L_02112_,021008L_02112__17,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__1,Miralbueno,0,,
21,021008L_02113_,021008L_02113__2,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__3,Miralbueno,0,,
21,021008L_02113_,021008L_02113__4,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__5,Miralbueno,0,,
21,021008L_02113_,021008L_02113__6,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__7,Miralbueno,0,,
21,021008L_02113_,021008L_02113__8,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__9,Miralbueno,0,,
21,021008L_02113_,021008L_02113__10,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__11,Miralbueno,0,,
21,021008L_02113_,021008L_02113__12,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__13,Miralbueno,0,,
21,021008L_02113_,021008L_02113__14,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__15,Miralbueno,0,,
21,021008L_02113_,021008L_02113__16,Barrio Jesús,1,,
21,021008L_02113_,021008L_02113__17,Miralbueno,0,,
21,021008L_02114_,021008L_02114__1,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__2,Miralbueno,0,,
21,021008L_02114_,021008L_02114__3,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__4,Miralbueno,0,,
21,021008L_02114_,021008L_02114__5,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__6,Miralbueno,0,,
21,021008L_02114_,021008L_02114__7,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__8,Miralbueno,0,,
21,021008L_02114_,021008L_02114__9,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__10,Miralbueno,0,,
21,021008L_02114_,021008L_02114__11,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__12,Miralbueno,0,,
21,021008L_02114_,021008L_02114__13,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__14,Miralbueno,0,,
21,021008L_02114_,021008L_02114__15,Barrio Jesús,1,,
21,021008L_02114_,021008L_02114__16,Miralbueno,0,,
21,021008L_02114_,021008L_02114__17,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__1,Miralbueno,0,,
21,021008L_02115_,021008L_02115__2,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__3,Miralbueno,0,,
21,021008L_02115_,021008L_02115__4,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__5,Miralbueno,0,,
21,021008L_02115_,021008L_02115__6,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__7,Miralbueno,0,,
21,021008L_02115_,021008L_02115__8,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__9,Miralbueno,0,,
21,021008L_02115_,021008L_02115__10,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__11,Miralbueno,0,,
21,021008L_02115_,021008L_02115__12,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__13,Miralbueno,0,,
21,021008L_02115_,021008L_02115__14,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__15,Miralbueno,0,,
21,021008L_02115_,021008L_02115__16,Barrio Jesús,1,,
21,021008L_02115_,021008L_02115__17,Miralbueno,0,,
21,021008L_02115_,021008L_02115__18,Barrio Jesús,1,,
22,022007L_02201_,022007L_02201__1,Bombarda,0,,
22,022007L_02201_,022007L_02201__2,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__3,Bombarda,0,,
22,022007L_02201_,022007L_02201__4,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__5,Bombarda,0,,
22,022007L_02201_,022007L_02201__6,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__7,Bombarda,0,,
22,022007L_02201_,022007L_02201__8,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__9,Bombarda,0,,
22,022007L_02201_,022007L_02201__10,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__11,Bombarda,0,,
22,022007L_02201_,022007L_02201__12,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__13,Bombarda,0,,
22,022007L_02201_,022007L_02201__14,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__15,Bombarda,0,,
22,022007L_02201_,022007L_02201__16,Las Fuentes,1,,
22,022007L_02201_,022007L_02201__17,Bombarda,0,,
22,022007L_02201_,022007L_02201__18,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__1,Bombarda,0,,
22,022007L_02202_,022007L_02202__2,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__3,Bombarda,0,,
22,022007L_02202_,022007L_02202__4,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__5,Bombarda,0,,
22,022007L_02202_,022007L_02202__6,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__7,Bombarda,0,,
22,022007L_02202_,022007L_02202__8,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__9,Bombarda,0,,
22,022007L_02202_,022007L_02202__10,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__11,Bombarda,0,,
22,022007L_02202_,022007L_02202__12,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__13,Bombarda,0,,
22,022007L_02202_,022007L_02202__14,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__15,Bombarda,0,,
22,022007L_02202_,022007L_02202__16,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__17,Bombarda,0,,
22,022007L_02202_,022007L_02202__18,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__19,Bombarda,0,,
22,022007L_02202_,022007L_02202__20,Las Fuentes,1,,
22,022007L_02202_,022007L_02202__21,Bombarda,0,,
22,022007L_02202_,022007L_02202__22,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__1,Bombarda,0,,
22,022007L_02203_,022007L_02203__2,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__3,Bombarda,0,,
22,022007L_02203_,022007L_02203__4,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__5,Bombarda,0,,
22,022007L_02203_,022007L_02203__6,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__7,Bombarda,0,,
22,022007L_02203_,022007L_02203__8,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__9,Bombarda,0,,
22,022007L_02203_,022007L_02203__10,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__11,Bombarda,0,,
22,022007L_02203_,022007L_02203__12,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__13,Bombarda,0,,
22,022007L_02203_,022007L_02203__14,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__15,Bombarda,0,,
22,022007L_02203_,022007L_02203__16,Las Fuentes,1,,
22,022007L_02203_,022007L_02203__17,Bombarda,0,,
22,022007L_02203_,022007L_02203__18,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__1,Bombarda,0,,
22,022007L_02204_,022007L_02204__2,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__3,Bombarda,0,,
22,022007L_02204_,022007L_02204__4,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__5,Bombarda,0,,
22,022007L_02204_,022007L_02204__6,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__7,Bombarda,0,,
22,022007L_02204_,022007L_02204__8,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__9,Bombarda,0,,
22,022007L_02204_,022007L_02204__10,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__11,Bombarda,0,,
22,022007L_02204_,022007L_02204__12,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__13,Bombarda,0,,
22,022007L_02204_,022007L_02204__14,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__15,Bombarda,0,,
22,022007L_02204_,022007L_02204__16,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__17,Bombarda,0,,
22,022007L_02204_,022007L_02204__18,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__19,Bombarda,0,,
22,022007L_02204_,022007L_02204__20,Las Fuentes,1,,
22,022007L_02204_,022007L_02204__21,Bombarda,0,,
22,022007L_02204_,022007L_02204__22,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__1,Bombarda,0,,
22,022007L_02205_,022007L_02205__2,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__3,Bombarda,0,,
22,022007L_02205_,022007L_02205__4,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__5,Bombarda,0,,
22,022007L_02205_,022007L_02205__6,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__7,Bombarda,0,,
22,022007L_02205_,022007L_02205__8,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__9,Bombarda,0,,
22,022007L_02205_,022007L_02205__10,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__11,Bombarda,0,,
22,022007L_02205_,022007L_02205__12,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__13,Bombarda,0,,
22,022007L_02205_,022007L_02205__14,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__15,Bombarda,0,,
22,022007L_02205_,022007L_02205__16,Las Fuentes,1,,
22,022007L_02205_,022007L_02205__17,Bombarda,0,,
22,022007L_02205_,022007L_02205__18,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__1,Bombarda,0,,
22,022007L_02206_,022007L_02206__2,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__3,Bombarda,0,,
22,022007L_02206_,022007L_02206__4,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__5,Bombarda,0,,
22,022007L_02206_,022007L_02206__6,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__7,Bombarda,0,,
22,022007L_02206_,022007L_02206__8,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__9,Bombarda,0,,
22,022007L_02206_,022007L_02206__10,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__11,Bombarda,0,,
22,022007L_02206_,022007L_02206__12,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__13,Bombarda,0,,
22,022007L_02206_,022007L_02206__14,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__15,Bombarda,0,,
22,022007L_02206_,022007L_02206__16,Las Fuentes,1,,
22,022007L_02206_,022007L_02206__17,Bombarda,0,,
22,022007L_02206_,022007L_02206__18,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__1,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__2,Bombarda,0,,
22,022007L_02207_,022007L_02207__3,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__4,Bombarda,0,,
22,022007L_02207_,022007L_02207__5,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__6,Bombarda,0,,
22,022007L_02207_,022007L_02207__7,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__8,Bombarda,0,,
22,022007L_02207_,022007L_02207__9,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__10,Bombarda,0,,
22,022007L_02207_,022007L_02207__11,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__12,Bombarda,0,,
22,022007L_02207_,022007L_02207__13,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__14,Bombarda,0,,
22,022007L_02207_,022007L_02207__15,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__16,Bombarda,0,,
22,022007L_02207_,022007L_02207__17,Las Fuentes,1,,
22,022007L_02207_,022007L_02207__18,Bombarda,0,,
22,022007L_02208_,022007L_02208__1,Bombarda,0,,
22,022007L_02208_,022007L_02208__2,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__3,Bombarda,0,,
22,022007L_02208_,022007L_02208__4,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__5,Bombarda,0,,
22,022007L_02208_,022007L_02208__6,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__7,Bombarda,0,,
22,022007L_02208_,022007L_02208__8,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__9,Bombarda,0,,
22,022007L_02208_,022007L_02208__10,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__11,Bombarda,0,,
22,022007L_02208_,022007L_02208__12,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__13,Bombarda,0,,
22,022007L_02208_,022007L_02208__14,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__15,Bombarda,0,,
22,022007L_02208_,022007L_02208__16,Las Fuentes,1,,
22,022007L_02208_,022007L_02208__17,Bombarda,0,,
22,022007L_02208_,022007L_02208__18,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__1,Bombarda,0,,
22,022007L_02209_,022007L_02209__2,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__3,Bombarda,0,,
22,022007L_02209_,022007L_02209__4,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__5,Bombarda,0,,
22,022007L_02209_,022007L_02209__6,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__7,Bombarda,0,,
22,022007L_02209_,022007L_02209__8,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__9,Bombarda,0,,
22,022007L_02209_,022007L_02209__10,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__11,Bombarda,0,,
22,022007L_02209_,022007L_02209__12,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__13,Bombarda,0,,
22,022007L_02209_,022007L_02209__14,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__15,Bombarda,0,,
22,022007L_02209_,022007L_02209__16,Las Fuentes,1,,
22,022007L_02209_,022007L_02209__17,Bombarda,0,,
22,022007L_02209_,022007L_02209__18,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__1,Bombarda,0,,
22,022007L_02210_,022007L_02210__2,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__3,Bombarda,0,,
22,022007L_02210_,022007L_02210__4,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__5,Bombarda,0,,
22,022007L_02210_,022007L_02210__6,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__7,Bombarda,0,,
22,022007L_02210_,022007L_02210__8,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__9,Bombarda,0,,
22,022007L_02210_,022007L_02210__10,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__11,Bombarda,0,,
22,022007L_02210_,022007L_02210__12,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__13,Bombarda,0,,
22,022007L_02210_,022007L_02210__14,Las Fuentes,1,,
22,022007L_02210_,022007L_02210__15,Bombarda,0,,
22,022007L_02210_,022007L_02210__16,Las Fuentes,1,,
